quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1/2	0.5	1	1	1/8	1/8	9/8	2	1	1/8		1/8	1	1	-1	65		3
1/2	0.5	1	1	1/8	1/8	9/8	2	1	1/8		1/8	1	1	-4	68		3
1	0.5	1	1	1/4	1/4	9/8	2	1	1/8		1/8	1	0	-1	65		4
1	0.5	1	1	1/4	1/4	9/8	2	1	1/8		1/8	1	0	-4	68		4
1	0.5	1	1	1/4	1/4	9/8	1	1	1/8		1/8	1	1	-1	77		0
1	0.5	1	1	1/4	1/4	9/8	1	1	1/8		1/8	1	1	-4	80		0
3/2	3.0	1	1	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-1	65		5
3/2	3.0	1	1	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-4	68		5
3/2	1.5	1	1	3/8	3/8	9/8	1	1	3/8		1/4	3/2	-1	-1	77		1
3/2	1.5	1	1	3/8	3/8	9/8	1	1	3/8		1/4	3/2	-1	-4	80		1
3	1.5	1	1	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-5	73		2
3	1.5	1	1	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77		2
9/2	3.0	2	2	0	0	9/8	2	1	3/4		1/2	3/2	1	-6	66		10
9/2	3.0	2	2	0	0	9/8	2	1	3/4		1/2	3/2	1	3	69		10
9/2	0.5	2	2	0	0	9/8	1	1	1/8		1/8	1	-1	-5	73		6
9/2	0.5	2	2	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77		6
5	0.5	2	2	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72		7
5	0.5	2	2	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75		7
11/2	0.5	2	2	1/4	1/4	9/8	1	1	1/8		1/8	1		-5	73		8
11/2	0.5	2	2	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77		8
6	3.0	2	2	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	0	72		9
6	3.0	2	2	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	-3	75		9
15/2	1.5	2	2	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-6	66		11
15/2	1.5	2	2	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	3	69		11
9	3.0	3	3	0	0	9/8	2	1	3/4		1/2	3/2	1	-1	65		20
9	3.0	3	3	0	0	9/8	2	1	3/4		1/2	3/2	1	-4	68		20
9	0.5	3	3	0	0	9/8	1	1	1/8		1/8	1	-1	0	72		12
9	0.5	3	3	0	0	9/8	1	1	1/8		1/8	1	-1	-3	75		12
19/2	0.5	3	3	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	70		13
19/2	0.5	3	3	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73		13
10	0.5	3	3	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72		14
10	0.5	3	3	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75		14
21/2	3.0	3	3	3/8	3/8	9/8	1	2	3/4		1/2	3/2	1	-2	70		19
21/2	0.75	3	3	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-5	73		15
45/4	0.75	3	3	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-1	77		16
12	1.5	3	3	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-1	65		21
12	1.5	3	3	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-4	68		21
12	0.75	3	3	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-1	77		17
51/4	0.75	3	3	15/16	15/16	9/8	1	1	3/16		1/8	3/2	1	-5	73		18
27/2	3.0	4	4	0	0	9/8	2	1	3/4		1/2	3/2	1	-3	63		26
27/2	3.0	4	4	0	0	9/8	2	1	3/4		1/2	3/2	1	-6	66		26
27/2	0.5	4	4	0	0	9/8	1	1	1/8		1/8	1	-1	-2	70		22
27/2	0.5	4	4	0	0	9/8	1	1	1/8		1/8	1	-1	-5	73		22
14	0.5	4	4	1/8	1/8	9/8	1	1	1/8		1/8	1		-4	68		23
14	0.5	4	4	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72		23
29/2	0.5	4	4	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	70		24
29/2	0.5	4	4	1/4	1/4	9/8	1	1	1/8		1/8	1		-5	73		24
15	3.0	4	4	3/8	3/8	9/8	1	1	3/4		1/2	3/2		-4	68		25
15	3.0	4	4	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	0	72		25
33/2	1.5	4	4	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-3	63		27
33/2	1.5	4	4	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-6	66		27
18	3.0	5	5	0	0	9/8	2	2	3/4		1/2	3/2		-5	61		41
18	3.0	5	5	0	0	9/8	2	1	3/4		1/2	3/2		-3	63		39
18	3.0	5	5	0	0	9/8	1	2	3/4		1/2	3/2		-6	66		37
18	0.5	5	5	0	0	9/8	1	1	1/8		1/8	1	-1	0	72		28
37/2	0.5	5	5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	70		29
19	0.5	5	5	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72		30
39/2	0.5	5	5	3/8	3/8	9/8	1	1	1/8		1/8	1		-2	70		31
20	0.5	5	5	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	75		32
41/2	0.5	5	5	5/8	5/8	9/8	1	1	1/8		1/8	1		-2	70		33
21	1.5	5	5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		0	60		42
21	1.5	5	5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63		40
21	1.5	5	5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-6	66		38
21	0.5	5	5	3/4	3/4	9/8	1	1	1/8		1/8	1		-4	68		34
43/2	0.5	5	5	7/8	7/8	9/8	1	1	1/8		1/8	1		-2	70		35
22	0.5	5	5	1	1	9/8	1	1	1/8		1/8	1	1	-4	68		36
45/2	3.0	6	6	0	0	9/8	2	2	3/4		1/2	3/2		-2	58		52
45/2	3.0	6	6	0	0	9/8	2	1	3/4		1/2	3/2		-5	61		50
45/2	3.0	6	6	0	0	9/8	1	2	3/4		1/2	3/2		-3	63		48
45/2	0.5	6	6	0	0	9/8	1	1	1/8		1/8	1	-1	-4	68		43
23	0.5	6	6	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	66		44
47/2	0.5	6	6	1/4	1/4	9/8	1	1	1/8		1/8	1		-4	68		45
24	1.5	6	6	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-6	66		46
51/2	1.5	6	6	3/4	3/4	9/8	2	2	3/8		1/4	3/2		3	57		53
51/2	1.5	6	6	3/4	3/4	9/8	2	1	3/8		1/4	3/2		0	60		51
51/2	1.5	6	6	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-3	63		49
51/2	1.5	6	6	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	65		47
27	3.0	7	7	0	0	9/8	2	2	3/4		1/2	3/2		-4	56		67
27	3.0	7	7	0	0	9/8	2	1	3/4		1/2	3/2	1	-2	58		65
27	3.0	7	7	0	0	9/8	1	2	3/4		1/2	3/2	1	-5	61		63
27	0.5	7	7	0	0	9/8	1	1	1/8		1/8	1	-1	-1	65		54
55/2	0.5	7	7	1/8	1/8	9/8	1	1	1/8		1/8	1		-1	65		55
28	0.5	7	7	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	66		56
57/2	0.5	7	7	3/8	3/8	9/8	1	1	1/8		1/8	1		-1	65		57
29	0.5	7	7	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	70		58
59/2	0.5	7	7	5/8	5/8	9/8	1	1	1/8		1/8	1		-1	65		59
30	1.5	7	7	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-6	54		68
30	1.5	7	7	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-2	58		66
30	1.5	7	7	3/4	3/4	9/8	1	2	3/8		1/4	3/2	-1	-5	61		64
30	0.5	7	7	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	63		60
61/2	0.5	7	7	7/8	7/8	9/8	1	1	1/8		1/8	1		-1	65		61
31	0.5	7	7	1	1	9/8	1	1	1/8		1/8	1	1	-3	63		62
63/2	3.0	8	8	0	0	9/8	2	2	3/4		1/2	3/2		-1	53		78
63/2	3.0	8	8	0	0	9/8	2	1	3/4		1/2	3/2		-4	56		76
63/2	3.0	8	8	0	0	9/8	1	2	3/4		1/2	3/2		-2	58		74
63/2	0.5	8	8	0	0	9/8	1	1	1/8		1/8	1	-1	-3	63		69
32	0.5	8	8	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	61		70
65/2	0.5	8	8	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	63		71
33	1.5	8	8	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-5	61		72
69/2	0.75	8	8	3/4	3/4	9/8	2	2	3/16		1/8	3/2		-3	51		79
69/2	1.5	8	8	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	54		77
69/2	1.5	8	8	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-4	56		75
69/2	1.5	8	8	3/4	3/4	9/8	1	1	3/8		1/4	3/2		0	60		73
141/4	0.75	8	8	15/16	15/16	9/8	2	2	3/16		1/8	3/2	1	-4	44		80
36	0.5	9	9	0	0	9/8	2	1	1/8		1/8	1		-5	37		83
36	0.5	9	9	0	0	9/8	2	1	1/8		1/8	1	-1	-4	44		83
73/2	0.5	9	9	1/8	1/8	9/8	2	1	1/8		1/8	1		-1	53		84
73/2	0.5	9	9	1/8	1/8	9/8	2	1	1/8		1/8	1		-4	56		84
37	0.5	9	9	1/4	1/4	9/8	2	1	1/8		1/8	1	1	-1	65		85
37	0.5	9	9	1/4	1/4	9/8	2	1	1/8		1/8	1	1	-4	68		85
75/2	3.0	9	9	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-1	65		86
75/2	3.0	9	9	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-4	68		86
75/2	1.5	9	9	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-1	77		81
75/2	1.5	9	9	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	80		81
39	1.5	9	9	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-5	73		82
39	1.5	9	9	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77		82
81/2	3.0	10	10	0	0	9/8	2	2	3/4		1/2	3/2		-6	42		95
81/2	3.0	10	10	0	0	9/8	2	2	3/4		1/2	3/2		-5	49		95
81/2	0.5	10	10	0	0	9/8	1	1	1/8		1/8	1	-1	-5	73		87
81/2	0.5	10	10	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77		87
41	1.0	10	10	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	49		93
41	1.0	10	10	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-6	54		93
41	1.0	10	10	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-2	58		93
41	1.0	10	10	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	61		93
41	1.0	10	10	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-6	66		91
41	1.0	10	10	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-2	70		91
41	0.5	10	10	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75		88
83/2	0.5	10	10	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77		89
42	3.0	10	10	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	49		94
42	3.0	10	10	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-6	54		94
42	3.0	10	10	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-2	58		94
42	3.0	10	10	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	61		94
42	3.0	10	10	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-6	66		92
42	3.0	10	10	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-2	70		92
42	3.0	10	10	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	-3	75		90
45	3.0	11	11	0	0	9/8	2	2	3/4		1/2	3/2		-1	41		107
45	3.0	11	11	0	0	9/8	2	2	3/4		1/2	3/2		-5	49		107
45	0.5	11	11	0	0	9/8	1	1	1/8		1/8	1	-1	-3	75		96
91/2	1.0	11	11	1/8	1/8	9/8	2	1	1/4		1/4	1		-1	53		104
91/2	1.0	11	11	1/8	1/8	9/8	2	1	1/4		1/4	1		-4	56		104
91/2	0.5	11	11	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	61		97
91/2	1.0	11	11	1/8	1/8	9/8	1	2	1/4		1/4	1		-4	68		101
91/2	0.5	11	11	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73		97
46	0.5	11	11	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	63		98
46	0.5	11	11	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75		98
93/2	1.5	11	11	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-5	61		105
93/2	1.5	11	11	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-1	65		105
93/2	1.5	11	11	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	68		99
93/2	1.5	11	11	3/8	3/8	9/8	1	2	3/8		1/4	3/2		-5	73		102
93/2	1.5	11	11	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	80		99
48	1.5	11	11	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-4	56		106
48	1.5	11	11	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-5	61		106
48	1.5	11	11	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-1	65		100
48	1.5	11	11	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-5	73		103
48	1.5	11	11	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77		100
99/2	3.0	12	12	0	0	9/8	2	2	3/4		1/2	3/2		-6	42		117
99/2	3.0	12	12	0	0	9/8	2	2	3/4		1/2	3/2		-5	49		117
99/2	0.5	12	12	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77		108
50	1.0	12	12	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	49		115
50	1.0	12	12	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-6	54		115
50	1.0	12	12	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-2	58		115
50	1.0	12	12	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	61		115
50	1.0	12	12	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-6	66		113
50	1.0	12	12	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-2	70		113
50	0.5	12	12	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75		109
101/2	0.5	12	12	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77		110
51	3.0	12	12	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	49		116
51	3.0	12	12	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-6	54		116
51	3.0	12	12	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-2	58		116
51	3.0	12	12	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	61		116
51	3.0	12	12	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-6	66		114
51	3.0	12	12	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-2	70		114
51	1.5	12	12	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-3	75		111
105/2	1.5	12	12	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-5	73		112
54	3.0	13	13	0	0	9/8	2	2	3/4		1/2	3/2	1	-4	44		130
54	0.5	13	13	0	0	9/8	1	1	1/8		1/8	1	-1	-5	73		118
109/2	1.0	13	13	1/8	1/8	9/8	2	1	1/4		1/4	1		-1	53		127
109/2	1.0	13	13	1/8	1/8	9/8	2	1	1/4		1/4	1		-7	59		127
109/2	0.5	13	13	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	61		119
109/2	1.0	13	13	1/8	1/8	9/8	1	2	1/4		1/4	1		-4	68		125
109/2	0.5	13	13	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73		119
55	0.5	13	13	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	63		120
55	0.5	13	13	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75		120
111/2	1.5	13	13	3/8	3/8	9/8	2	1	3/8		1/4	3/2	1	-7	59		128
111/2	1.5	13	13	3/8	3/8	9/8	2	1	3/8		1/4	3/2	1	-5	61		128
111/2	1.5	13	13	3/8	3/8	9/8	2	1	3/8		1/4	3/2	1	-1	65		128
111/2	0.75	13	13	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	70		121
111/2	3.0	13	13	3/8	3/8	9/8	1	2	3/4		1/2	3/2		-1	77		126
111/2	0.75	13	13	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	82		121
225/4	0.75	13	13	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-4	68		122
225/4	0.75	13	13	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-4	80		122
57	1.5	13	13	3/4	3/4	9/8	2	2	3/8		1/4	3/2	-1	-4	44		131
57	0.5	13	13	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-7	59		129
57	0.5	13	13	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-5	61		129
57	0.5	13	13	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-1	65		129
57	0.75	13	13	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-4	68		123
57	0.75	13	13	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-4	80		123
231/4	0.75	13	13	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-1	65		124
231/4	0.75	13	13	15/16	15/16	9/8	1	1	3/16		1/8	3/2	1	-1	77		124
117/2	3.0	14	14	0	0	9/8	2	3	3/4		1/2	3/2		-2	46		147
117/2	0.5	14	14	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77		132
59	1.0	14	14	1/8	1/8	9/8	2	2	1/4		1/4	1	1	-1	53		145
59	1.0	14	14	1/8	1/8	9/8	2	2	1/4		1/4	1	1	-2	58		145
59	1.0	14	14	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-3	63		141
59	1.0	14	14	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-1	65		139
59	1.0	14	14	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-2	70		139
59	0.5	14	14	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75		133
119/2	0.5	14	14	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77		134
60	3.0	14	14	3/8	3/8	9/8	2	2	3/4		1/2	3/2	-1	-1	53		146
60	3.0	14	14	3/8	3/8	9/8	2	2	3/4		1/2	3/2	-1	-2	58		146
60	0.75	14	14	3/8	3/8	9/8	2	1	3/16		1/8	3/2	-1	-3	63		142
60	3.0	14	14	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-1	65		140
60	3.0	14	14	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-2	70		140
60	0.75	14	14	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-3	75		135
243/4	0.75	14	14	9/16	9/16	9/8	2	1	3/16		1/8	3/2	1	-5	61		143
243/4	0.75	14	14	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-5	73		136
123/2	1.5	14	14	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-5	61		144
123/2	0.75	14	14	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-5	73		137
249/4	0.75	14	14	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-2	70		138
63	3.0	15	15	0	0	9/8	2	2	3/4		1/2	3/2		-3	27		162
63	3.0	15	15	0	0	9/8	2	2	3/4		1/2	3/2		-3	39		162
255/4	0.75	15	15	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-1	65		155
255/4	0.75	15	15	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-6	66		155
255/4	0.75	15	15	3/16	3/16	9/8	2	1	3/16		1/8	3/2	1	-2	70		155
255/4	0.75	15	15	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-1	77		148
255/4	0.75	15	15	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-2	82		148
255/4	0.75	15	15	3/16	3/16	9/8	1	1	3/16		1/8	3/2	1	-1	89		148
129/2	0.5	15	15	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-1	65		156
129/2	0.5	15	15	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-6	66		156
129/2	0.5	15	15	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-2	70		156
129/2	0.5	15	15	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-1	77		149
129/2	0.5	15	15	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-2	82		149
129/2	0.5	15	15	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	-1	89		149
65	0.5	15	15	1/2	1/2	9/8	2	1	1/8		1/8	1		-3	63		157
65	0.5	15	15	1/2	1/2	9/8	2	1	1/8		1/8	1		-6	66		157
65	0.5	15	15	1/2	1/2	9/8	2	1	1/8		1/8	1		-2	70		157
65	0.5	15	15	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	75		150
65	0.5	15	15	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	82		150
65	0.5	15	15	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	87		150
131/2	0.5	15	15	5/8	5/8	9/8	2	1	1/8		1/8	1		-3	63		158
131/2	0.5	15	15	5/8	5/8	9/8	2	1	1/8		1/8	1		-6	66		158
131/2	0.5	15	15	5/8	5/8	9/8	2	1	1/8		1/8	1		-2	70		158
131/2	0.5	15	15	5/8	5/8	9/8	1	1	1/8		1/8	1		-3	75		151
131/2	0.5	15	15	5/8	5/8	9/8	1	1	1/8		1/8	1		-2	82		151
131/2	0.5	15	15	5/8	5/8	9/8	1	1	1/8		1/8	1		-3	87		151
66	0.5	15	15	3/4	3/4	9/8	2	1	1/8		1/8	1		-3	63		159
66	0.5	15	15	3/4	3/4	9/8	2	1	1/8		1/8	1		-6	66		159
66	0.5	15	15	3/4	3/4	9/8	2	1	1/8		1/8	1		-2	70		159
66	0.5	15	15	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	75		152
66	0.5	15	15	3/4	3/4	9/8	1	1	1/8		1/8	1		-2	82		152
66	0.5	15	15	3/4	3/4	9/8	1	1	1/8		1/8	1		-3	87		152
133/2	0.5	15	15	7/8	7/8	9/8	2	1	1/8		1/8	1		-5	61		160
133/2	0.5	15	15	7/8	7/8	9/8	2	1	1/8		1/8	1		-6	66		160
133/2	0.5	15	15	7/8	7/8	9/8	2	1	1/8		1/8	1		-2	70		160
133/2	0.5	15	15	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	73		153
133/2	0.5	15	15	7/8	7/8	9/8	1	1	1/8		1/8	1		-2	82		153
133/2	0.5	15	15	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	85		153
67	0.5	15	15	1	1	9/8	2	1	1/8		1/8	1		-5	61		161
67	0.5	15	15	1	1	9/8	2	1	1/8		1/8	1		-6	66		161
67	0.5	15	15	1	1	9/8	2	1	1/8		1/8	1		-2	70		161
67	0.5	15	15	1	1	9/8	1	1	1/8		1/8	1		-5	73		154
67	0.5	15	15	1	1	9/8	1	1	1/8		1/8	1		-2	82		154
67	0.5	15	15	1	1	9/8	1	1	1/8		1/8	1		-5	85		154
135/2	0.5	16	16	0	0	9/8	2	1	1/8		1/8	1		-5	61		169
135/2	0.5	16	16	0	0	9/8	2	1	1/8		1/8	1		-6	66		169
135/2	0.5	16	16	0	0	9/8	2	1	1/8		1/8	1		-2	70		169
135/2	0.5	16	16	0	0	9/8	1	1	1/8		1/8	1		-5	73		163
135/2	0.5	16	16	0	0	9/8	1	1	1/8		1/8	1		-2	82		163
135/2	0.5	16	16	0	0	9/8	1	1	1/8		1/8	1		-5	85		163
68	0.5	16	16	1/8	1/8	9/8	2	1	1/8		1/8	1		0	60		170
68	0.5	16	16	1/8	1/8	9/8	2	1	1/8		1/8	1		-6	66		170
68	0.5	16	16	1/8	1/8	9/8	2	1	1/8		1/8	1		-2	70		170
68	0.5	16	16	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72		164
68	0.5	16	16	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	78		164
68	0.5	16	16	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	82		164
68	0.5	16	16	1/8	1/8	9/8	1	1	1/8		1/8	1		0	84		164
137/2	0.5	16	16	1/4	1/4	9/8	2	1	1/8		1/8	1		0	60		171
137/2	0.5	16	16	1/4	1/4	9/8	2	1	1/8		1/8	1		-6	66		171
137/2	0.5	16	16	1/4	1/4	9/8	2	1	1/8		1/8	1		-2	70		171
137/2	0.5	16	16	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72		165
137/2	0.5	16	16	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	78		165
137/2	0.5	16	16	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	82		165
137/2	0.5	16	16	1/4	1/4	9/8	1	1	1/8		1/8	1		0	84		165
69	0.75	16	16	3/8	3/8	9/8	2	1	3/16		1/8	3/2		0	60		172
69	0.75	16	16	3/8	3/8	9/8	2	1	3/16		1/8	3/2		-6	66		172
69	0.75	16	16	3/8	3/8	9/8	2	1	3/16		1/8	3/2		-2	70		172
69	0.75	16	16	3/8	3/8	9/8	1	1	3/16		1/8	3/2		0	72		166
69	0.75	16	16	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-6	78		166
69	0.75	16	16	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	82		166
69	0.75	16	16	3/8	3/8	9/8	1	1	3/16		1/8	3/2		0	84		166
279/4	0.75	16	16	9/16	9/16	9/8	2	1	3/16		1/8	3/2		-5	61		173
279/4	0.75	16	16	9/16	9/16	9/8	2	1	3/16		1/8	3/2		-6	66		173
